 Date,Time,From,Time,To,Fare,Credit,Balance
 07/Jan/2022,8:36:00 AM,South Bank busway station Platform 1 ,8:43:00 AM,King George Square Station 1F ,0.68,,9.73
 07/Jan/2022,18:40 PM,South Bank busway station Platform 1 ,18:46 PM,Queen St Bus Station Southside Arrival Stop ,0.85,,8.88
 08/Jan/2022,11:58:00 AM,James Street - 6 ,12:05:00 PM,Adelaide St opp City Hall (Stop 43) ,0.68,,8.2
 08/Jan/2022,14:53 PM,Queen Street Bus Station - Platform 1f ,15:00 PM,South Bank busway station Platform 2 ,0.68,,7.52
 10/Jan/2022,8:02:00 AM,South Bank busway station Platform 1 ,8:09:00 AM,King George Square Station 1C ,1.69,,5.83
 10/Jan/2022,17:15 PM,King George Square Station 2D ,17:25 PM,South Bank busway station Platform 2 ,1.69,,4.14
 11/Jan/2022,8:00:00 AM,Auto top up(South Bank busway station Platform 1 ),,,,20,24.14
 11/Jan/2022,8:00:00 AM,South Bank busway station Platform 1 ,8:12:00 AM,King George Square Station 1C ,1.69,,22.45
 11/Jan/2022,17:08 PM,King George Square Station 2E ,17:17 PM,South Bank busway station Platform 2 ,1.69,,20.76
 12/Jan/2022,8:02:00 AM,South Bank busway station Platform 1 ,8:09:00 AM,King George Square Station 1F ,1.69,,19.07
 12/Jan/2022,17:11 PM,King George Square Station 2D ,17:18 PM,South Bank busway station Platform 2 ,1.69,,17.38
 12/Jan/2022,18:16 PM,South Bank busway station Platform 1 (Touch on Transfer),18:19 PM,Cultural Centre station ,0,,17.38
 12/Jan/2022,18:21 PM,Cultural Centre station (Touch on Transfer),18:25 PM,Mollison Street - 5 ,0,,17.38
 12/Jan/2022,18:40 PM,Mollison Street - 5 (Touch on Transfer),18:44 PM,Cultural Centre station ,0,,17.38
 12/Jan/2022,18:46 PM,Cultural Centre station ,18:48 PM,South Bank busway station Platform 2 ,1.69,,15.69
 13/Jan/2022,14:40 PM,South Bank busway station Platform 1 ,14:47 PM,Queen St Bus Station Southside Arrival Stop ,1.35,,14.34
 13/Jan/2022,15:47 PM,Queen Street Bus Station - Platform 1i (Touch on Transfer),15:56 PM,South Bank busway station Platform 2 ,0,,14.34
 14/Jan/2022,8:07:00 AM,South Bank busway station Platform 1 ,8:14:00 AM,King George Square Station 1F ,0.85,,13.49
 14/Jan/2022,17:49 PM,Queen Street Bus Station - Platform 1i ,17:56 PM,South Bank busway station Platform 2 ,0.85,,12.64
 17/Jan/2022,7:07:00 AM,Mater Hill station Platform 1 ,7:12:00 AM,King George Square Station 1E ,1.69,,10.95
 17/Jan/2022,17:12 PM,Central,17:45 PM,Murarrie,1.69,,9.26
 18/Jan/2022,7:06:00 AM,South Bank busway station Platform 1 ,7:13:00 AM,King George Square Station 1E ,1.69,,7.57
 18/Jan/2022,16:26 PM,Queen Street Bus Station - Platform 1f ,16:32 PM,South Bank busway station Platform 2 ,1.69,,5.88
 19/Jan/2022,7:10:00 AM,South Bank,7:24:00 AM,Central,1.69,,4.19
 19/Jan/2022,16:10 PM,Auto top up(Adelaide St op Anzac Sq (r) (Stop 36) ),,,,20,24.19
 19/Jan/2022,16:10 PM,Adelaide St op Anzac Sq (r) (Stop 36) ,16:21 PM,West End Junction - 5 ,1.69,,22.5
 19/Jan/2022,16:30 PM,West End Junction - 5 (Touch on Transfer),16:34 PM,Cultural Centre station ,0,,22.5
 19/Jan/2022,16:37 PM,Cultural Centre station (Touch on Transfer),16:39 PM,South Bank busway station Platform 2 ,0,,22.5
 20/Jan/2022,7:08:00 AM,South Bank busway station Platform 1 ,7:14:00 AM,King George Square Station 1E ,1.69,,20.81
 20/Jan/2022,16:08 PM,King George Square Station 2E ,16:14 PM,South Bank busway station Platform 2 ,1.69,,19.12
 20/Jan/2022,17:05 PM,South Bank busway station Platform 1 (Touch on Transfer),17:09 PM,Cultural Centre station ,0,,19.12
 20/Jan/2022,17:12 PM,Cultural Centre station (Touch on Transfer),17:26 PM,Barker Street - 9 ,0,,19.12
 20/Jan/2022,18:09 PM,Fortitude Valley(Touch on Transfer),18:23 PM,South Bank,0,,19.12
